RULE	POSITIVE_EXAMPLE	ENTITIES	RELATIONS
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Belgium> <dealsWith> <Netherlands> <Belgium> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Belgium>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Burkina_Faso> <dealsWith> <Niger> <Burkina_Faso> <exports> <wordnet_livestock_101887474> => <Niger> <exports> <wordnet_livestock_101887474>	<Niger> <Burkina_Faso> <wordnet_livestock_101887474>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Burkina_Faso> <dealsWith> <Ghana> <Burkina_Faso> <exports> <wordnet_gold_113371760> => <Ghana> <exports> <wordnet_gold_113371760>	<Burkina_Faso> <Ghana> <wordnet_gold_113371760>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Bhutan> <dealsWith> <Bangladesh> <Bhutan> <exports> <wordnet_cement_114804487> => <Bangladesh> <exports> <wordnet_cement_114804487>	<Bhutan> <Bangladesh> <wordnet_cement_114804487>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Canada> <dealsWith> <Mexico> <Canada> <exports> <wordnet_aluminum_114627820> => <Mexico> <exports> <wordnet_aluminum_114627820>	<Canada> <wordnet_aluminum_114627820> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Canada> <dealsWith> <Mexico> <Canada> <exports> <wordnet_electricity_111449907> => <Mexico> <exports> <wordnet_electricity_111449907>	<Canada> <wordnet_electricity_111449907> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Canada> <dealsWith> <Mexico> <Canada> <exports> <wordnet_aircraft_102686568> => <Mexico> <exports> <wordnet_aircraft_102686568>	<Canada> <wordnet_aircraft_102686568> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Canada> <dealsWith> <Mexico> <Canada> <exports> <wordnet_plastic_114592610> => <Mexico> <exports> <wordnet_plastic_114592610>	<Canada> <wordnet_plastic_114592610> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Canada> <dealsWith> <Mexico> <Canada> <exports> <wordnet_electronics_106099269> => <Mexico> <exports> <wordnet_electronics_106099269>	<Canada> <Mexico> <wordnet_electronics_106099269>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Chile> <dealsWith> <Netherlands> <Chile> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<Chile> <wordnet_chemical_114806838> <Netherlands>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Democratic_Republic_of_the_Congo> <dealsWith> <South_Africa> <Democratic_Republic_of_the_Congo> <exports> <wordnet_diamond_113371958> => <South_Africa> <exports> <wordnet_diamond_113371958>	<South_Africa> <wordnet_diamond_113371958> <Democratic_Republic_of_the_Congo>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Democratic_Republic_of_the_Congo> <dealsWith> <South_Africa> <Democratic_Republic_of_the_Congo> <exports> <wordnet_gold_113371760> => <South_Africa> <exports> <wordnet_gold_113371760>	<South_Africa> <wordnet_gold_113371760> <Democratic_Republic_of_the_Congo>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Democratic_Republic_of_the_Congo> <dealsWith> <Zimbabwe> <Democratic_Republic_of_the_Congo> <exports> <wordnet_gold_113371760> => <Zimbabwe> <exports> <wordnet_gold_113371760>	<wordnet_gold_113371760> <Zimbabwe> <Democratic_Republic_of_the_Congo>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Democratic_Republic_of_the_Congo> <dealsWith> <Zambia> <Democratic_Republic_of_the_Congo> <exports> <wordnet_cobalt_114635290> => <Zambia> <exports> <wordnet_cobalt_114635290>	<wordnet_cobalt_114635290> <Zambia> <Democratic_Republic_of_the_Congo>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Democratic_Republic_of_the_Congo> <dealsWith> <Kenya> <Democratic_Republic_of_the_Congo> <exports> <wordnet_coffee_bean_107929351> => <Kenya> <exports> <wordnet_coffee_bean_107929351>	<Kenya> <wordnet_coffee_bean_107929351> <Democratic_Republic_of_the_Congo>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Denmark> <dealsWith> <Norway> <Denmark> <exports> <wordnet_fish_102512053> => <Norway> <exports> <wordnet_fish_102512053>	<wordnet_fish_102512053> <Norway> <Denmark>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Dominican_Republic> <dealsWith> <Mexico> <Dominican_Republic> <exports> <wordnet_silver_114654954> => <Mexico> <exports> <wordnet_silver_114654954>	<Dominican_Republic> <wordnet_silver_114654954> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Dominican_Republic> <dealsWith> <Mexico> <Dominican_Republic> <exports> <wordnet_coffee_bean_107929351> => <Mexico> <exports> <wordnet_coffee_bean_107929351>	<Dominican_Republic> <wordnet_coffee_bean_107929351> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Dominican_Republic> <dealsWith> <Mexico> <Dominican_Republic> <exports> <wordnet_gold_113371760> => <Mexico> <exports> <wordnet_gold_113371760>	<Dominican_Republic> <wordnet_gold_113371760> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Dominican_Republic> <dealsWith> <Mexico> <Dominican_Republic> <exports> <wordnet_meat_107649854> => <Mexico> <exports> <wordnet_meat_107649854>	<Dominican_Republic> <Mexico> <wordnet_meat_107649854>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<El_Salvador> <dealsWith> <Guatemala> <El_Salvador> <exports> <wordnet_coffee_bean_107929351> => <Guatemala> <exports> <wordnet_coffee_bean_107929351>	<El_Salvador> <Guatemala> <wordnet_coffee_bean_107929351>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<El_Salvador> <dealsWith> <Nicaragua> <El_Salvador> <exports> <wordnet_coffee_bean_107929351> => <Nicaragua> <exports> <wordnet_coffee_bean_107929351>	<El_Salvador> <wordnet_coffee_bean_107929351> <Nicaragua>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<El_Salvador> <dealsWith> <Nicaragua> <El_Salvador> <exports> <wordnet_sugar_107859284> => <Nicaragua> <exports> <wordnet_sugar_107859284>	<El_Salvador> <wordnet_sugar_107859284> <Nicaragua>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Finland> <dealsWith> <Russia> <Finland> <exports> <wordnet_chemical_114806838> => <Russia> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Russia> <Finland>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Finland> <dealsWith> <Netherlands> <Finland> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Finland>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Finland> <dealsWith> <Sweden> <Finland> <exports> <wordnet_chemical_114806838> => <Sweden> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Finland> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Finland> <dealsWith> <Sweden> <Finland> <exports> <wordnet_machinery_103701640> => <Sweden> <exports> <wordnet_machinery_103701640>	<wordnet_machinery_103701640> <Finland> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Republic_of_Ireland> <dealsWith> <Netherlands> <Republic_of_Ireland> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Republic_of_Ireland>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Kenya> <dealsWith> <Tanzania> <Kenya> <exports> <wordnet_coffee_bean_107929351> => <Tanzania> <exports> <wordnet_coffee_bean_107929351>	<Tanzania> <Kenya> <wordnet_coffee_bean_107929351>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Latvia> <dealsWith> <Russia> <Latvia> <exports> <wordnet_metallic_element_114625458> => <Russia> <exports> <wordnet_metallic_element_114625458>	<Russia> <Latvia> <wordnet_metallic_element_114625458>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Luxembourg> <dealsWith> <Belgium> <Luxembourg> <exports> <wordnet_chemical_114806838> => <Belgium> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Belgium> <Luxembourg>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Luxembourg> <dealsWith> <France> <Luxembourg> <exports> <wordnet_chemical_114806838> => <France> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Luxembourg> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Luxembourg> <dealsWith> <Netherlands> <Luxembourg> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Luxembourg>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Malaysia> <dealsWith> <Indonesia> <Malaysia> <exports> <wordnet_rubber_115006258> => <Indonesia> <exports> <wordnet_rubber_115006258>	<wordnet_rubber_115006258> <Indonesia> <Malaysia>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Malaysia> <dealsWith> <Indonesia> <Malaysia> <exports> <wordnet_fabric_103309808> => <Indonesia> <exports> <wordnet_fabric_103309808>	<wordnet_fabric_103309808> <Indonesia> <Malaysia>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Canada> <Mexico> <exports> <wordnet_electricity_111449907> => <Canada> <exports> <wordnet_electricity_111449907>	<Canada> <wordnet_electricity_111449907> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Canada> <Mexico> <exports> <wordnet_aluminum_114627820> => <Canada> <exports> <wordnet_aluminum_114627820>	<Canada> <wordnet_aluminum_114627820> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Canada> <Mexico> <exports> <wordnet_plastic_114592610> => <Canada> <exports> <wordnet_plastic_114592610>	<Canada> <wordnet_plastic_114592610> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Canada> <Mexico> <exports> <wordnet_aircraft_102686568> => <Canada> <exports> <wordnet_aircraft_102686568>	<Canada> <wordnet_aircraft_102686568> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Canada> <Mexico> <exports> <wordnet_electronics_106099269> => <Canada> <exports> <wordnet_electronics_106099269>	<Canada> <Mexico> <wordnet_electronics_106099269>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Brazil> <Mexico> <exports> <wordnet_car_102958343> => <Brazil> <exports> <wordnet_car_102958343>	<wordnet_car_102958343> <Mexico> <Brazil>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Brazil> <Mexico> <exports> <wordnet_coffee_bean_107929351> => <Brazil> <exports> <wordnet_coffee_bean_107929351>	<wordnet_coffee_bean_107929351> <Mexico> <Brazil>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mexico> <dealsWith> <Chile> <Mexico> <exports> <wordnet_fruit_113134947> => <Chile> <exports> <wordnet_fruit_113134947>	<Chile> <wordnet_fruit_113134947> <Mexico>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Moldova> <dealsWith> <Ukraine> <Moldova> <exports> <wordnet_foodstuff_107566340> => <Ukraine> <exports> <wordnet_foodstuff_107566340>	<Ukraine> <Moldova> <wordnet_foodstuff_107566340>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Mongolia> <dealsWith> <People's_Republic_of_China> <Mongolia> <exports> <wordnet_apparel_102728440> => <People's_Republic_of_China> <exports> <wordnet_apparel_102728440>	<wordnet_apparel_102728440> <People's_Republic_of_China> <Mongolia>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Netherlands> <dealsWith> <Belgium> <Netherlands> <exports> <wordnet_chemical_114806838> => <Belgium> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Belgium>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Netherlands> <dealsWith> <France> <Netherlands> <exports> <wordnet_chemical_114806838> => <France> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Netherlands> <dealsWith> <Russia> <Netherlands> <exports> <wordnet_chemical_114806838> => <Russia> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Russia>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Norway> <dealsWith> <France> <Norway> <exports> <wordnet_chemical_114806838> => <France> <exports> <wordnet_chemical_114806838>	<France> <wordnet_chemical_114806838> <Norway>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Norway> <dealsWith> <Netherlands> <Norway> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Norway>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Norway> <dealsWith> <Sweden> <Norway> <exports> <wordnet_chemical_114806838> => <Sweden> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Sweden> <Norway>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Norway> <dealsWith> <Denmark> <Norway> <exports> <wordnet_fish_102512053> => <Denmark> <exports> <wordnet_fish_102512053>	<wordnet_fish_102512053> <Norway> <Denmark>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Panama> <dealsWith> <Costa_Rica> <Panama> <exports> <wordnet_coffee_bean_107929351> => <Costa_Rica> <exports> <wordnet_coffee_bean_107929351>	<Panama> <wordnet_coffee_bean_107929351> <Costa_Rica>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Panama> <dealsWith> <Costa_Rica> <Panama> <exports> <wordnet_banana_112352287> => <Costa_Rica> <exports> <wordnet_banana_112352287>	<Panama> <wordnet_banana_112352287> <Costa_Rica>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Russia> <dealsWith> <Netherlands> <Russia> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Russia>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Romania> <dealsWith> <France> <Romania> <exports> <wordnet_chemical_114806838> => <France> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Romania> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Romania> <dealsWith> <Austria> <Romania> <exports> <wordnet_chemical_114806838> => <Austria> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Romania> <Austria>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Romania> <dealsWith> <Russia> <Romania> <exports> <wordnet_chemical_114806838> => <Russia> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Romania> <Russia>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Switzerland> <dealsWith> <France> <Switzerland> <exports> <wordnet_chemical_114806838> => <France> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Switzerland> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Switzerland> <dealsWith> <Netherlands> <Switzerland> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Switzerland>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Switzerland> <dealsWith> <Austria> <Switzerland> <exports> <wordnet_chemical_114806838> => <Austria> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Switzerland> <Austria>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Tanzania> <dealsWith> <South_Africa> <Tanzania> <exports> <wordnet_gold_113371760> => <South_Africa> <exports> <wordnet_gold_113371760>	<Tanzania> <South_Africa> <wordnet_gold_113371760>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Tanzania> <dealsWith> <Kenya> <Tanzania> <exports> <wordnet_coffee_bean_107929351> => <Kenya> <exports> <wordnet_coffee_bean_107929351>	<Tanzania> <Kenya> <wordnet_coffee_bean_107929351>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Tonga> <dealsWith> <New_Zealand> <Tonga> <exports> <wordnet_fish_102512053> => <New_Zealand> <exports> <wordnet_fish_102512053>	<wordnet_fish_102512053> <New_Zealand> <Tonga>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<United_Kingdom> <dealsWith> <France> <United_Kingdom> <exports> <wordnet_beverage_107881800> => <France> <exports> <wordnet_beverage_107881800>	<United_Kingdom> <wordnet_beverage_107881800> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<France> <dealsWith> <Belgium> <France> <exports> <wordnet_chemical_114806838> => <Belgium> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Belgium> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<France> <dealsWith> <Netherlands> <France> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<France> <dealsWith> <United_Kingdom> <France> <exports> <wordnet_beverage_107881800> => <United_Kingdom> <exports> <wordnet_beverage_107881800>	<United_Kingdom> <wordnet_beverage_107881800> <France>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Austria> <dealsWith> <Netherlands> <Austria> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Austria>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Austria> <dealsWith> <Switzerland> <Austria> <exports> <wordnet_chemical_114806838> => <Switzerland> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Austria> <Switzerland>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Sweden> <dealsWith> <Belgium> <Sweden> <exports> <wordnet_chemical_114806838> => <Belgium> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Belgium> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Sweden> <dealsWith> <France> <Sweden> <exports> <wordnet_chemical_114806838> => <France> <exports> <wordnet_chemical_114806838>	<France> <wordnet_chemical_114806838> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Sweden> <dealsWith> <Netherlands> <Sweden> <exports> <wordnet_chemical_114806838> => <Netherlands> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Netherlands> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Sweden> <dealsWith> <Russia> <Sweden> <exports> <wordnet_chemical_114806838> => <Russia> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Russia> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Sweden> <dealsWith> <Finland> <Sweden> <exports> <wordnet_chemical_114806838> => <Finland> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Finland> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Sweden> <dealsWith> <Finland> <Sweden> <exports> <wordnet_machinery_103701640> => <Finland> <exports> <wordnet_machinery_103701640>	<wordnet_machinery_103701640> <Finland> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Sweden> <dealsWith> <Norway> <Sweden> <exports> <wordnet_chemical_114806838> => <Norway> <exports> <wordnet_chemical_114806838>	<wordnet_chemical_114806838> <Norway> <Sweden>	<dealsWith> <exports>
?e <dealsWith> ?a ?e <exports> ?b => ?a <exports> ?b	<Cape_Verde> <dealsWith> <Morocco> <Cape_Verde> <exports> <wordnet_fish_102512053> => <Morocco> <exports> <wordnet_fish_102512053>	<Cape_Verde> <Morocco> <wordnet_fish_102512053>	<dealsWith> <exports>
?a <hasCurrency> ?f ?b <hasCurrency> ?f => ?a <dealsWith> ?b	<British_Virgin_Islands> <hasCurrency> <United_States_dollar> <United_States_Virgin_Islands> <hasCurrency> <United_States_dollar> => <British_Virgin_Islands> <dealsWith> <United_States_Virgin_Islands>	<British_Virgin_Islands> <United_States_Virgin_Islands> <United_States_dollar>	<hasCurrency> <dealsWith>
?a <hasCurrency> ?f ?b <hasCurrency> ?f => ?a <dealsWith> ?b	<Burkina_Faso> <hasCurrency> <West_African_CFA_franc> <Côte_d'Ivoire> <hasCurrency> <West_African_CFA_franc> => <Burkina_Faso> <dealsWith> <Côte_d'Ivoire>	<Côte_d'Ivoire> <West_African_CFA_franc> <Burkina_Faso>	<hasCurrency> <dealsWith>
?a <hasCurrency> ?f ?b <hasCurrency> ?f => ?a <dealsWith> ?b	<Burkina_Faso> <hasCurrency> <West_African_CFA_franc> <Niger> <hasCurrency> <West_African_CFA_franc> => <Burkina_Faso> <dealsWith> <Niger>	<Niger> <West_African_CFA_franc> <Burkina_Faso>	<hasCurrency> <dealsWith>
?a <hasCurrency> ?f ?b <hasCurrency> ?f => ?a <dealsWith> ?b	<Greenland> <hasCurrency> <Danish_krone> <Denmark> <hasCurrency> <Danish_krone> => <Greenland> <dealsWith> <Denmark>	<Greenland> <Danish_krone> <Denmark>	<hasCurrency> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_chemical_114806838> <France> <imports> <wordnet_chemical_114806838> => <France> <dealsWith> <Belgium>	<wordnet_chemical_114806838> <Belgium> <France>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_chemical_114806838> <Netherlands> <imports> <wordnet_chemical_114806838> => <Netherlands> <dealsWith> <Belgium>	<wordnet_chemical_114806838> <Netherlands> <Belgium>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_chemical_114806838> <Sweden> <imports> <wordnet_chemical_114806838> => <Sweden> <dealsWith> <Belgium>	<wordnet_chemical_114806838> <Belgium> <Sweden>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_foodstuff_107566340> <Democratic_Republic_of_the_Congo> <imports> <wordnet_foodstuff_107566340> => <Democratic_Republic_of_the_Congo> <dealsWith> <Belgium>	<Belgium> <wordnet_foodstuff_107566340> <Democratic_Republic_of_the_Congo>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_foodstuff_107566340> <Niger> <imports> <wordnet_foodstuff_107566340> => <Niger> <dealsWith> <Belgium>	<Niger> <Belgium> <wordnet_foodstuff_107566340>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_foodstuff_107566340> <Netherlands> <imports> <wordnet_foodstuff_107566340> => <Netherlands> <dealsWith> <Belgium>	<Netherlands> <Belgium> <wordnet_foodstuff_107566340>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_foodstuff_107566340> <Sri_Lanka> <imports> <wordnet_foodstuff_107566340> => <Sri_Lanka> <dealsWith> <Belgium>	<Sri_Lanka> <Belgium> <wordnet_foodstuff_107566340>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Belgium> <exports> <wordnet_foodstuff_107566340> <Luxembourg> <imports> <wordnet_foodstuff_107566340> => <Luxembourg> <dealsWith> <Belgium>	<Belgium> <Luxembourg> <wordnet_foodstuff_107566340>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Bangladesh> <exports> <wordnet_fabric_103309808> <Bhutan> <imports> <wordnet_fabric_103309808> => <Bhutan> <dealsWith> <Bangladesh>	<Bhutan> <Bangladesh> <wordnet_fabric_103309808>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<People's_Republic_of_China> <exports> <wordnet_fabric_103309808> <Ethiopia> <imports> <wordnet_fabric_103309808> => <Ethiopia> <dealsWith> <People's_Republic_of_China>	<People's_Republic_of_China> <wordnet_fabric_103309808> <Ethiopia>	<dealsWith> <exports> <imports>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<People's_Republic_of_China> <exports> <wordnet_fabric_103309808> <Angola> <imports> <wordnet_fabric_103309808> => <Angola> <dealsWith> <People's_Republic_of_China>	<People's_Republic_of_China> <Angola> <wordnet_fabric_103309808>	<dealsWith> <exports> <imports>
