RULE	EXAMPLE	ENTITIES	RELATIONS
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<France> <exports> <wordnet_chemical_114806838> <Switzerland> <imports> <wordnet_chemical_114806838> => <Switzerland> <dealsWith> <France>	<Switzerland> <wordnet_chemical_114806838> <France>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<France> <exports> <wordnet_chemical_114806838> <Denmark> <imports> <wordnet_chemical_114806838> => <Denmark> <dealsWith> <France>	<wordnet_chemical_114806838> <France> <Denmark>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<France> <exports> <wordnet_chemical_114806838> <Sweden> <imports> <wordnet_chemical_114806838> => <Sweden> <dealsWith> <France>	<Sweden> <wordnet_chemical_114806838> <France>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<France> <exports> <wordnet_plastic_114592610> <Syria> <imports> <wordnet_plastic_114592610> => <Syria> <dealsWith> <France>	<Syria> <France> <wordnet_plastic_114592610>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Austria> <exports> <wordnet_chemical_114806838> <Romania> <imports> <wordnet_chemical_114806838> => <Romania> <dealsWith> <Austria>	<Romania> <wordnet_chemical_114806838> <Austria>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Austria> <exports> <wordnet_chemical_114806838> <Switzerland> <imports> <wordnet_chemical_114806838> => <Switzerland> <dealsWith> <Austria>	<Switzerland> <wordnet_chemical_114806838> <Austria>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Austria> <exports> <wordnet_fabric_103309808> <Switzerland> <imports> <wordnet_fabric_103309808> => <Switzerland> <dealsWith> <Austria>	<Switzerland> <Austria> <wordnet_fabric_103309808>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Sweden> <exports> <wordnet_chemical_114806838> <Panama> <imports> <wordnet_chemical_114806838> => <Panama> <dealsWith> <Sweden>	<Sweden> <wordnet_chemical_114806838> <Panama>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Sweden> <exports> <wordnet_chemical_114806838> <Norway> <imports> <wordnet_chemical_114806838> => <Norway> <dealsWith> <Sweden>	<Sweden> <Norway> <wordnet_chemical_114806838>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Sweden> <exports> <wordnet_chemical_114806838> <Finland> <imports> <wordnet_chemical_114806838> => <Finland> <dealsWith> <Sweden>	<Sweden> <Finland> <wordnet_chemical_114806838>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Sweden> <exports> <wordnet_chemical_114806838> <Denmark> <imports> <wordnet_chemical_114806838> => <Denmark> <dealsWith> <Sweden>	<Sweden> <Denmark> <wordnet_chemical_114806838>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Sweden> <exports> <wordnet_chemical_114806838> <Latvia> <imports> <wordnet_chemical_114806838> => <Latvia> <dealsWith> <Sweden>	<Sweden> <wordnet_chemical_114806838> <Latvia>	<imports> <exports> <dealsWith>
?b <exports> ?f ?a <imports> ?f => ?a <dealsWith> ?b	<Sweden> <exports> <wordnet_machinery_103701640> <Finland> <imports> <wordnet_machinery_103701640> => <Finland> <dealsWith> <Sweden>	<Sweden> <Finland> <wordnet_machinery_103701640>	<imports> <exports> <dealsWith>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Dixie_Cooney_Martin> <isMarriedTo> <Adam_Chandler> => <Dixie_Cooney_Martin> <hasChild> <Adam_Chandler>	<Dixie_Cooney_Martin> <Adam_Chandler>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Shayne_Lewis> <isMarriedTo> <Marina_Cooper> => <Shayne_Lewis> <hasChild> <Marina_Cooper>	<Marina_Cooper> <Shayne_Lewis>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Nathan_Hastings> <isMarriedTo> <Olivia_Winters> => <Nathan_Hastings> <hasChild> <Olivia_Winters>	<Nathan_Hastings> <Olivia_Winters>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Akhenaten> <isMarriedTo> <Meritaten> => <Akhenaten> <hasChild> <Meritaten>	<Akhenaten> <Meritaten>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Akhenaten> <isMarriedTo> <Ankhesenamun> => <Akhenaten> <hasChild> <Ankhesenamun>	<Akhenaten> <Ankhesenamun>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Tad_Martin> <isMarriedTo> <Brooke_English> => <Tad_Martin> <hasChild> <Brooke_English>	<Brooke_English> <Tad_Martin>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Brooke_English> <isMarriedTo> <Tad_Martin> => <Brooke_English> <hasChild> <Tad_Martin>	<Brooke_English> <Tad_Martin>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Olivia_Spencer> <isMarriedTo> <Phillip_Spaulding> => <Olivia_Spencer> <hasChild> <Phillip_Spaulding>	<Phillip_Spaulding> <Olivia_Spencer>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Harley_Cooper> <isMarriedTo> <Phillip_Spaulding> => <Harley_Cooper> <hasChild> <Phillip_Spaulding>	<Harley_Cooper> <Phillip_Spaulding>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Phillip_Spaulding> <isMarriedTo> <Harley_Cooper> => <Phillip_Spaulding> <hasChild> <Harley_Cooper>	<Phillip_Spaulding> <Harley_Cooper>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Phillip_Spaulding> <isMarriedTo> <Olivia_Spencer> => <Phillip_Spaulding> <hasChild> <Olivia_Spencer>	<Phillip_Spaulding> <Olivia_Spencer>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Adam_Chandler> <isMarriedTo> <Gloria_Marsh> => <Adam_Chandler> <hasChild> <Gloria_Marsh>	<Gloria_Marsh> <Adam_Chandler>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Krystal_Carey> <isMarriedTo> <David_Hayward> => <Krystal_Carey> <hasChild> <David_Hayward>	<David_Hayward> <Krystal_Carey>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Jeffrey_O'Neill> <isMarriedTo> <Olivia_Spencer> => <Jeffrey_O'Neill> <hasChild> <Olivia_Spencer>	<Jeffrey_O'Neill> <Olivia_Spencer>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Jennifer_Rappaport> <isMarriedTo> <Joey_Buchanan> => <Jennifer_Rappaport> <hasChild> <Joey_Buchanan>	<Jennifer_Rappaport> <Joey_Buchanan>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Beth_Raines-Spaulding> <isMarriedTo> <Phillip_Spaulding> => <Beth_Raines-Spaulding> <hasChild> <Phillip_Spaulding>	<Beth_Raines-Spaulding> <Phillip_Spaulding>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Gus_Aitoro> <isMarriedTo> <Natalia_Rivera_Aitoro> => <Gus_Aitoro> <hasChild> <Natalia_Rivera_Aitoro>	<Gus_Aitoro> <Natalia_Rivera_Aitoro>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Natalia_Rivera_Aitoro> <isMarriedTo> <Gus_Aitoro> => <Natalia_Rivera_Aitoro> <hasChild> <Gus_Aitoro>	<Gus_Aitoro> <Natalia_Rivera_Aitoro>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Mindy_Lewis> <isMarriedTo> <Phillip_Spaulding> => <Mindy_Lewis> <hasChild> <Phillip_Spaulding>	<Phillip_Spaulding> <Mindy_Lewis>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Dimitri_Marick> <isMarriedTo> <Erica_Kane> => <Dimitri_Marick> <hasChild> <Erica_Kane>	<Erica_Kane> <Dimitri_Marick>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Todd_Manning> <isMarriedTo> <Blair_Cramer> => <Todd_Manning> <hasChild> <Blair_Cramer>	<Todd_Manning> <Blair_Cramer>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Babe_Carey> <isMarriedTo> <JR_Chandler> => <Babe_Carey> <hasChild> <JR_Chandler>	<JR_Chandler> <Babe_Carey>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Lizzie_Spaulding> <isMarriedTo> <Jonathan_Randall> => <Lizzie_Spaulding> <hasChild> <Jonathan_Randall>	<Jonathan_Randall> <Lizzie_Spaulding>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Blair_Cramer> <isMarriedTo> <Todd_Manning> => <Blair_Cramer> <hasChild> <Todd_Manning>	<Todd_Manning> <Blair_Cramer>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<JR_Chandler> <isMarriedTo> <Marissa_Tasker> => <JR_Chandler> <hasChild> <Marissa_Tasker>	<JR_Chandler> <Marissa_Tasker>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Jessica_Buchanan> <isMarriedTo> <Nash_Brennan> => <Jessica_Buchanan> <hasChild> <Nash_Brennan>	<Jessica_Buchanan> <Nash_Brennan>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Jeff_Martin_(All_My_Children)> <isMarriedTo> <Erica_Kane> => <Jeff_Martin_(All_My_Children)> <hasChild> <Erica_Kane>	<Jeff_Martin_(All_My_Children)> <Erica_Kane>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Travis_Montgomery> <isMarriedTo> <Erica_Kane> => <Travis_Montgomery> <hasChild> <Erica_Kane>	<Travis_Montgomery> <Erica_Kane>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Hayley_Vaughan> <isMarriedTo> <Mateo_Santos> => <Hayley_Vaughan> <hasChild> <Mateo_Santos>	<Mateo_Santos> <Hayley_Vaughan>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?b => ?a <hasChild> ?b	<Ruth_Martin_(All_My_Children)> <isMarriedTo> <Joe_Martin_(All_My_Children)> => <Ruth_Martin_(All_My_Children)> <hasChild> <Joe_Martin_(All_My_Children)>	<Ruth_Martin_(All_My_Children)> <Joe_Martin_(All_My_Children)>	<isMarriedTo> <hasChild>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Spain> <dealsWith> <Italy> <Libya> <dealsWith> <Spain> => <Italy> <dealsWith> <Libya>	<Spain> <Libya> <Italy>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <France> <United_Kingdom> <dealsWith> <Belgium> => <France> <dealsWith> <United_Kingdom>	<Belgium> <France> <United_Kingdom>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <France> <Netherlands> <dealsWith> <Belgium> => <France> <dealsWith> <Netherlands>	<Belgium> <France> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <United_Kingdom> <France> <dealsWith> <Belgium> => <United_Kingdom> <dealsWith> <France>	<Belgium> <France> <United_Kingdom>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <United_Kingdom> <Netherlands> <dealsWith> <Belgium> => <United_Kingdom> <dealsWith> <Netherlands>	<Belgium> <Netherlands> <United_Kingdom>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <Italy> <France> <dealsWith> <Belgium> => <Italy> <dealsWith> <France>	<Belgium> <Italy> <France>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <Italy> <Netherlands> <dealsWith> <Belgium> => <Italy> <dealsWith> <Netherlands>	<Belgium> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <Netherlands> <France> <dealsWith> <Belgium> => <Netherlands> <dealsWith> <France>	<Belgium> <France> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Belgium> <dealsWith> <Netherlands> <United_Kingdom> <dealsWith> <Belgium> => <Netherlands> <dealsWith> <United_Kingdom>	<Belgium> <Netherlands> <United_Kingdom>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Czech_Republic> <dealsWith> <Russia> <Poland> <dealsWith> <Czech_Republic> => <Russia> <dealsWith> <Poland>	<Czech_Republic> <Russia> <Poland>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Czech_Republic> <dealsWith> <Slovakia> <Poland> <dealsWith> <Czech_Republic> => <Slovakia> <dealsWith> <Poland>	<Slovakia> <Czech_Republic> <Poland>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Denmark> <dealsWith> <United_Kingdom> <Norway> <dealsWith> <Denmark> => <United_Kingdom> <dealsWith> <Norway>	<United_Kingdom> <Denmark> <Norway>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Denmark> <dealsWith> <Sweden> <Norway> <dealsWith> <Denmark> => <Sweden> <dealsWith> <Norway>	<Sweden> <Denmark> <Norway>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Denmark> <dealsWith> <Norway> <Sweden> <dealsWith> <Denmark> => <Norway> <dealsWith> <Sweden>	<Sweden> <Denmark> <Norway>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Hong_Kong> <dealsWith> <Singapore> <Japan> <dealsWith> <Hong_Kong> => <Singapore> <dealsWith> <Japan>	<Hong_Kong> <Singapore> <Japan>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Hong_Kong> <dealsWith> <Singapore> <Malaysia> <dealsWith> <Hong_Kong> => <Singapore> <dealsWith> <Malaysia>	<Hong_Kong> <Malaysia> <Singapore>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Russia> <Netherlands> <dealsWith> <Italy> => <Russia> <dealsWith> <Netherlands>	<Italy> <Russia> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Russia> <Poland> <dealsWith> <Italy> => <Russia> <dealsWith> <Poland>	<Poland> <Italy> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Russia> <Ukraine> <dealsWith> <Italy> => <Russia> <dealsWith> <Ukraine>	<Ukraine> <Italy> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <France> <Netherlands> <dealsWith> <Italy> => <France> <dealsWith> <Netherlands>	<Italy> <France> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <France> <Belgium> <dealsWith> <Italy> => <France> <dealsWith> <Belgium>	<Belgium> <Italy> <France>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <France> <United_Kingdom> <dealsWith> <Italy> => <France> <dealsWith> <United_Kingdom>	<United_Kingdom> <Italy> <France>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Libya> <Spain> <dealsWith> <Italy> => <Libya> <dealsWith> <Spain>	<Spain> <Libya> <Italy>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Netherlands> <Belgium> <dealsWith> <Italy> => <Netherlands> <dealsWith> <Belgium>	<Belgium> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Netherlands> <United_Kingdom> <dealsWith> <Italy> => <Netherlands> <dealsWith> <United_Kingdom>	<United_Kingdom> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Netherlands> <Russia> <dealsWith> <Italy> => <Netherlands> <dealsWith> <Russia>	<Russia> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Italy> <dealsWith> <Netherlands> <France> <dealsWith> <Italy> => <Netherlands> <dealsWith> <France>	<France> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Iraq> <dealsWith> <Jordan> <Syria> <dealsWith> <Iraq> => <Jordan> <dealsWith> <Syria>	<Jordan> <Syria> <Iraq>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Japan> <dealsWith> <Hong_Kong> <Singapore> <dealsWith> <Japan> => <Hong_Kong> <dealsWith> <Singapore>	<Hong_Kong> <Singapore> <Japan>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Japan> <dealsWith> <Saudi_Arabia> <Singapore> <dealsWith> <Japan> => <Saudi_Arabia> <dealsWith> <Singapore>	<Singapore> <Japan> <Saudi_Arabia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Jordan> <dealsWith> <Syria> <Iraq> <dealsWith> <Jordan> => <Syria> <dealsWith> <Iraq>	<Iraq> <Syria> <Jordan>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Malaysia> <dealsWith> <Hong_Kong> <Singapore> <dealsWith> <Malaysia> => <Hong_Kong> <dealsWith> <Singapore>	<Hong_Kong> <Malaysia> <Singapore>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <Belgium> <United_Kingdom> <dealsWith> <Netherlands> => <Belgium> <dealsWith> <United_Kingdom>	<Belgium> <Netherlands> <United_Kingdom>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <Belgium> <Italy> <dealsWith> <Netherlands> => <Belgium> <dealsWith> <Italy>	<Belgium> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <Belgium> <France> <dealsWith> <Netherlands> => <Belgium> <dealsWith> <France>	<Belgium> <France> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <Russia> <Italy> <dealsWith> <Netherlands> => <Russia> <dealsWith> <Italy>	<Italy> <Russia> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <Russia> <Poland> <dealsWith> <Netherlands> => <Russia> <dealsWith> <Poland>	<Poland> <Russia> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <France> <Belgium> <dealsWith> <Netherlands> => <France> <dealsWith> <Belgium>	<Belgium> <France> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <France> <United_Kingdom> <dealsWith> <Netherlands> => <France> <dealsWith> <United_Kingdom>	<United_Kingdom> <France> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <France> <Italy> <dealsWith> <Netherlands> => <France> <dealsWith> <Italy>	<France> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <United_Kingdom> <Belgium> <dealsWith> <Netherlands> => <United_Kingdom> <dealsWith> <Belgium>	<United_Kingdom> <Belgium> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <United_Kingdom> <Italy> <dealsWith> <Netherlands> => <United_Kingdom> <dealsWith> <Italy>	<United_Kingdom> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <United_Kingdom> <Norway> <dealsWith> <Netherlands> => <United_Kingdom> <dealsWith> <Norway>	<United_Kingdom> <Norway> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <United_Kingdom> <France> <dealsWith> <Netherlands> => <United_Kingdom> <dealsWith> <France>	<United_Kingdom> <France> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <Italy> <Russia> <dealsWith> <Netherlands> => <Italy> <dealsWith> <Russia>	<Russia> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Netherlands> <dealsWith> <Italy> <France> <dealsWith> <Netherlands> => <Italy> <dealsWith> <France>	<France> <Italy> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Norway> <dealsWith> <Denmark> <United_Kingdom> <dealsWith> <Norway> => <Denmark> <dealsWith> <United_Kingdom>	<United_Kingdom> <Denmark> <Norway>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Norway> <dealsWith> <Denmark> <Sweden> <dealsWith> <Norway> => <Denmark> <dealsWith> <Sweden>	<Sweden> <Denmark> <Norway>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Norway> <dealsWith> <France> <United_Kingdom> <dealsWith> <Norway> => <France> <dealsWith> <United_Kingdom>	<United_Kingdom> <Norway> <France>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Norway> <dealsWith> <Sweden> <Denmark> <dealsWith> <Norway> => <Sweden> <dealsWith> <Denmark>	<Sweden> <Denmark> <Norway>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Norway> <dealsWith> <Netherlands> <United_Kingdom> <dealsWith> <Norway> => <Netherlands> <dealsWith> <United_Kingdom>	<United_Kingdom> <Norway> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Poland> <dealsWith> <Russia> <Ukraine> <dealsWith> <Poland> => <Russia> <dealsWith> <Ukraine>	<Ukraine> <Poland> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Poland> <dealsWith> <Italy> <Russia> <dealsWith> <Poland> => <Italy> <dealsWith> <Russia>	<Poland> <Italy> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Poland> <dealsWith> <Netherlands> <Russia> <dealsWith> <Poland> => <Netherlands> <dealsWith> <Russia>	<Poland> <Russia> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Poland> <dealsWith> <Czech_Republic> <Russia> <dealsWith> <Poland> => <Czech_Republic> <dealsWith> <Russia>	<Poland> <Russia> <Czech_Republic>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Poland> <dealsWith> <Czech_Republic> <Slovakia> <dealsWith> <Poland> => <Czech_Republic> <dealsWith> <Slovakia>	<Slovakia> <Poland> <Czech_Republic>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Italy> <Netherlands> <dealsWith> <Russia> => <Italy> <dealsWith> <Netherlands>	<Italy> <Russia> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Ukraine> <Italy> <dealsWith> <Russia> => <Ukraine> <dealsWith> <Italy>	<Ukraine> <Italy> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Ukraine> <Turkmenistan> <dealsWith> <Russia> => <Ukraine> <dealsWith> <Turkmenistan>	<Ukraine> <Turkmenistan> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Ukraine> <Poland> <dealsWith> <Russia> => <Ukraine> <dealsWith> <Poland>	<Ukraine> <Poland> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Netherlands> <Italy> <dealsWith> <Russia> => <Netherlands> <dealsWith> <Italy>	<Italy> <Russia> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Poland> <Netherlands> <dealsWith> <Russia> => <Poland> <dealsWith> <Netherlands>	<Poland> <Russia> <Netherlands>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Poland> <Italy> <dealsWith> <Russia> => <Poland> <dealsWith> <Italy>	<Poland> <Italy> <Russia>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Russia> <dealsWith> <Poland> <Czech_Republic> <dealsWith> <Russia> => <Poland> <dealsWith> <Czech_Republic>	<Poland> <Russia> <Czech_Republic>	<dealsWith>
?f <dealsWith> ?a ?b <dealsWith> ?f => ?a <dealsWith> ?b	<Slovakia> <dealsWith> <Poland> <Czech_Republic> <dealsWith> <Slovakia> => <Poland> <dealsWith> <Czech_Republic>	<Slovakia> <Poland> <Czech_Republic>	<dealsWith>
